統計名：,令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）,,,,,,,,,,
表番号：,44-1,,,,,,,,,,
表題：,[外国人] 男女，国籍別人口－全国，都道府県，市区町村,,,,,,,,,,
実施年月：,2020年,10月,,,,,,,,,
市区町村時点（年月日）：,-,,,,,,,,,,
,,,,,,,,,,,
NA,欠測値,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,/表章事項 コード,2020_01,2020_01
,,,,,,,,,/表章事項 補助コード,-,-
,,,,,,,,,/表章事項,人口【人】,人口【人】
,,,,,,,,,/国籍 コード,0,1
,,,,,,,,,/国籍 補助コード,-,-
時間軸（年次） コード,時間軸（年次） 補助コード,時間軸（年次）,男女 コード,男女 補助コード,男女,全国，都道府県，市区町村 コード,全国，都道府県，市区町村 補助コード,全国，都道府県，市区町村,/国籍,総数,外国人
2020000000,,2020年,0,,総数,15106,,新潟市南区,,43437,159
2020000000,,2020年,0,,総数,15107,,新潟市西区,,160656,876
2020000000,,2020年,0,,総数,15108,,新潟市西蒲区,,54546,237
2020000000,,2020年,0,,総数,15202,,長岡市,,266936,2091
2020000000,,2020年,0,,総数,15204,,三条市,,94642,596
2020000000,,2020年,0,,総数,15205,,柏崎市,,81526,779
2020000000,,2020年,0,,総数,15206,,新発田市,,94927,574
2020000000,,2020年,0,,総数,15208,,小千谷市,,34096,172
2020000000,,2020年,0,,総数,15209,,加茂市,,25441,89
2020000000,,2020年,0,,総数,15210,,十日町市,,49820,276
2020000000,,2020年,0,,総数,15211,,見附市,,39237,230
2020000000,,2020年,0,,総数,15212,,村上市,,57418,312
2020000000,,2020年,0,,総数,15213,,燕市,,77201,456
2020000000,,2020年,0,,総数,15216,,糸魚川市,,40765,361
2020000000,,2020年,0,,総数,15217,,妙高市,,30383,264
2020000000,,2020年,0,,総数,15218,,五泉市,,47625,472
2020000000,,2020年,0,,総数,15222,,上越市,,188047,1507
2020000000,,2020年,0,,総数,15223,,阿賀野市,,40696,240
2020000000,,2020年,0,,総数,15224,,佐渡市,,51492,200
2020000000,,2020年,0,,総数,15225,,魚沼市,,34483,220
2020000000,,2020年,0,,総数,15226,,南魚沼市,,54851,689
2020000000,,2020年,0,,総数,15227,,胎内市,,28509,190
2020000000,,2020年,0,,総数,15307,,聖籠町,,14259,277
2020000000,,2020年,0,,総数,15342,,弥彦村,,7705,20
2020000000,,2020年,0,,総数,15361,,田上町,,11227,39
2020000000,,2020年,0,,総数,15385,,阿賀町,,9965,36
2020000000,,2020年,0,,総数,15405,,出雲崎町,,4113,14
2020000000,,2020年,0,,総数,15461,,湯沢町,,7767,111
2020000000,,2020年,0,,総数,15482,,津南町,,8989,103
2020000000,,2020年,0,,総数,15504,,刈羽村,,4380,14
2020000000,,2020年,0,,総数,15581,,関川村,,5144,22
2020000000,,2020年,0,,総数,15586,,粟島浦村,,353,2
2020000000,,2020年,0,,総数,16000,,富山県,,1034814,16326
2020000000,,2020年,0,,総数,16201,,富山市,,413938,6380
2020000000,,2020年,0,,総数,16202,,高岡市,,166393,2986
2020000000,,2020年,0,,総数,16204,,魚津市,,40535,384
2020000000,,2020年,0,,総数,16205,,氷見市,,43950,424
2020000000,,2020年,0,,総数,16206,,滑川市,,32349,387
2020000000,,2020年,0,,総数,16207,,黒部市,,39638,315
2020000000,,2020年,0,,総数,16208,,砺波市,,48154,709
2020000000,,2020年,0,,総数,16209,,小矢部市,,28983,514
2020000000,,2020年,0,,総数,16210,,南砺市,,47937,811
2020000000,,2020年,0,,総数,16211,,射水市,,90742,2374
2020000000,,2020年,0,,総数,16321,,舟橋村,,3132,51
2020000000,,2020年,0,,総数,16322,,上市町,,19351,217
2020000000,,2020年,0,,総数,16323,,立山町,,24792,207
2020000000,,2020年,0,,総数,16342,,入善町,,23839,443
2020000000,,2020年,0,,総数,16343,,朝日町,,11081,124
2020000000,,2020年,0,,総数,17000,,石川県,,1132526,13685
2020000000,,2020年,0,,総数,17201,,金沢市,,463254,4798
2020000000,,2020年,0,,総数,17202,,七尾市,,50300,643
2020000000,,2020年,0,,総数,17203,,小松市,,106216,2271
2020000000,,2020年,0,,総数,17204,,輪島市,,24608,173
2020000000,,2020年,0,,総数,17205,,珠洲市,,12929,75
2020000000,,2020年,0,,総数,17206,,加賀市,,63220,915
2020000000,,2020年,0,,総数,17207,,羽咋市,,20407,145
2020000000,,2020年,0,,総数,17209,,かほく市,,34889,297
2020000000,,2020年,0,,総数,17210,,白山市,,110408,1402
2020000000,,2020年,0,,総数,17211,,能美市,,48523,1134
2020000000,,2020年,0,,総数,17212,,野々市市,,57238,473
2020000000,,2020年,0,,総数,17324,,川北町,,6135,63
2020000000,,2020年,0,,総数,17361,,津幡町,,36957,275
2020000000,,2020年,0,,総数,17365,,内灘町,,26574,320
2020000000,,2020年,0,,総数,17384,,志賀町,,18630,163
2020000000,,2020年,0,,総数,17386,,宝達志水町,,12121,173
2020000000,,2020年,0,,総数,17407,,中能登町,,16540,179
2020000000,,2020年,0,,総数,17461,,穴水町,,7890,80
2020000000,,2020年,0,,総数,17463,,能登町,,15687,106
2020000000,,2020年,0,,総数,18000,,福井県,,766863,13796
2020000000,,2020年,0,,総数,18201,,福井市,,262328,3879
2020000000,,2020年,0,,総数,18202,,敦賀市,,64264,734
2020000000,,2020年,0,,総数,18204,,小浜市,,28991,278
2020000000,,2020年,0,,総数,18205,,大野市,,31286,469
2020000000,,2020年,0,,総数,18206,,勝山市,,22150,277
2020000000,,2020年,0,,総数,18207,,鯖江市,,68302,787
2020000000,,2020年,0,,総数,18208,,あわら市,,27524,466
2020000000,,2020年,0,,総数,18209,,越前市,,80611,4649
2020000000,,2020年,0,,総数,18210,,坂井市,,88481,1409
2020000000,,2020年,0,,総数,18322,,永平寺町,,18965,236
2020000000,,2020年,0,,総数,18382,,池田町,,2423,14
2020000000,,2020年,0,,総数,18404,,南越前町,,10002,57
2020000000,,2020年,0,,総数,18423,,越前町,,20118,174
2020000000,,2020年,0,,総数,18442,,美浜町,,9179,70
2020000000,,2020年,0,,総数,18481,,高浜町,,10326,144
2020000000,,2020年,0,,総数,18483,,おおい町,,7910,68
2020000000,,2020年,0,,総数,18501,,若狭町,,14003,85
2020000000,,2020年,0,,総数,19000,,山梨県,,809974,13993
2020000000,,2020年,0,,総数,19201,,甲府市,,189591,4743
2020000000,,2020年,0,,総数,19202,,富士吉田市,,46530,437
2020000000,,2020年,0,,総数,19204,,都留市,,31016,517
2020000000,,2020年,0,,総数,19205,,山梨市,,33435,185
2020000000,,2020年,0,,総数,19206,,大月市,,22512,170
2020000000,,2020年,0,,総数,19207,,韮崎市,,29067,487
2020000000,,2020年,0,,総数,19208,,南アルプス市,,69459,971
2020000000,,2020年,0,,総数,19209,,北杜市,,44053,506
2020000000,,2020年,0,,総数,19210,,甲斐市,,75313,965
2020000000,,2020年,0,,総数,19211,,笛吹市,,66947,874
2020000000,,2020年,0,,総数,19212,,上野原市,,22669,319
2020000000,,2020年,0,,総数,19213,,甲州市,,29237,162
2020000000,,2020年,0,,総数,19214,,中央市,,31216,1646
2020000000,,2020年,0,,総数,19346,,市川三郷町,,14700,213
2020000000,,2020年,0,,総数,19364,,早川町,,1098,7
2020000000,,2020年,0,,総数,19365,,身延町,,10663,96
2020000000,,2020年,0,,総数,19366,,南部町,,7156,59
2020000000,,2020年,0,,総数,19368,,富士川町,,14219,144
2020000000,,2020年,0,,総数,19384,,昭和町,,20909,692
2020000000,,2020年,0,,総数,19422,,道志村,,1607,9
2020000000,,2020年,0,,総数,19423,,西桂町,,4041,29
2020000000,,2020年,0,,総数,19424,,忍野村,,9237,238
2020000000,,2020年,0,,総数,19425,,山中湖村,,5179,121
2020000000,,2020年,0,,総数,19429,,鳴沢村,,2824,21
2020000000,,2020年,0,,総数,19430,,富士河口湖町,,26082,373
2020000000,,2020年,0,,総数,19442,,小菅村,,684,8
2020000000,,2020年,0,,総数,19443,,丹波山村,,530,1
2020000000,,2020年,0,,総数,20000,,長野県,,2048011,31491
2020000000,,2020年,0,,総数,20201,,長野市,,372760,3094
2020000000,,2020年,0,,総数,20202,,松本市,,241145,3425
2020000000,,2020年,0,,総数,20203,,上田市,,154055,3148
2020000000,,2020年,0,,総数,20204,,岡谷市,,47790,723
2020000000,,2020年,0,,総数,20205,,飯田市,,98164,1995
2020000000,,2020年,0,,総数,20206,,諏訪市,,48729,1075
2020000000,,2020年,0,,総数,20207,,須坂市,,49559,624
2020000000,,2020年,0,,総数,20208,,小諸市,,40991,753
2020000000,,2020年,0,,総数,20209,,伊那市,,66125,1645
2020000000,,2020年,0,,総数,20210,,駒ヶ根市,,32202,552
2020000000,,2020年,0,,総数,20211,,中野市,,42338,546
2020000000,,2020年,0,,総数,20212,,大町市,,26029,468
2020000000,,2020年,0,,総数,20213,,飯山市,,19539,191
2020000000,,2020年,0,,総数,20214,,茅野市,,56400,907
2020000000,,2020年,0,,総数,20215,,塩尻市,,67241,1233
2020000000,,2020年,0,,総数,20217,,佐久市,,98199,1109
2020000000,,2020年,0,,総数,20218,,千曲市,,58852,754
2020000000,,2020年,0,,総数,20219,,東御市,,30122,465
2020000000,,2020年,0,,総数,20220,,安曇野市,,94222,1092
2020000000,,2020年,0,,総数,20303,,小海町,,4353,68
2020000000,,2020年,0,,総数,20304,,川上村,,4344,825
2020000000,,2020年,0,,総数,20305,,南牧村,,3242,452
2020000000,,2020年,0,,総数,20306,,南相木村,,962,21
2020000000,,2020年,0,,総数,20307,,北相木村,,752,34
2020000000,,2020年,0,,総数,20309,,佐久穂町,,10218,70
2020000000,,2020年,0,,総数,20321,,軽井沢町,,19188,393
2020000000,,2020年,0,,総数,20323,,御代田町,,15555,367
2020000000,,2020年,0,,総数,20324,,立科町,,6612,107
2020000000,,2020年,0,,総数,20349,,青木村,,4121,30
2020000000,,2020年,0,,総数,20350,,長和町,,5600,48
2020000000,,2020年,0,,総数,20361,,下諏訪町,,19155,234
2020000000,,2020年,0,,総数,20362,,富士見町,,14084,214
2020000000,,2020年,0,,総数,20363,,原村,,7680,116
2020000000,,2020年,0,,総数,20382,,辰野町,,18555,353
2020000000,,2020年,0,,総数,20383,,箕輪町,,24989,743
2020000000,,2020年,0,,総数,20384,,飯島町,,9004,223
2020000000,,2020年,0,,総数,20385,,南箕輪村,,15797,276
2020000000,,2020年,0,,総数,20386,,中川村,,4651,63
2020000000,,2020年,0,,総数,20388,,宮田村,,8569,272
2020000000,,2020年,0,,総数,20402,,松川町,,12530,114
2020000000,,2020年,0,,総数,20403,,高森町,,12811,158
2020000000,,2020年,0,,総数,20404,,阿南町,,4299,41
2020000000,,2020年,0,,総数,20407,,阿智村,,6068,127
2020000000,,2020年,0,,総数,20409,,平谷村,,387,3
2020000000,,2020年,0,,総数,20410,,根羽村,,852,15
2020000000,,2020年,0,,総数,20411,,下條村,,3545,36
2020000000,,2020年,0,,総数,20412,,売木村,,548,7
2020000000,,2020年,0,,総数,20413,,天龍村,,1178,11
2020000000,,2020年,0,,総数,20414,,泰阜村,,1542,26
2020000000,,2020年,0,,総数,20415,,喬木村,,5973,57
2020000000,,2020年,0,,総数,20416,,豊丘村,,6426,119
2020000000,,2020年,0,,総数,20417,,大鹿村,,1023,12
2020000000,,2020年,0,,総数,20422,,上松町,,4131,55
2020000000,,2020年,0,,総数,20423,,南木曽町,,3915,29
2020000000,,2020年,0,,総数,20425,,木祖村,,2692,24
2020000000,,2020年,0,,総数,20429,,王滝村,,715,13
2020000000,,2020年,0,,総数,20430,,大桑村,,3439,76
2020000000,,2020年,0,,総数,20432,,木曽町,,10584,121
2020000000,,2020年,0,,総数,20446,,麻績村,,2593,18
2020000000,,2020年,0,,総数,20448,,生坂村,,1639,11
2020000000,,2020年,0,,総数,20450,,山形村,,8400,163
2020000000,,2020年,0,,総数,20451,,朝日村,,4279,41
2020000000,,2020年,0,,総数,20452,,筑北村,,4149,28
2020000000,,2020年,0,,総数,20481,,池田町,,9382,120
2020000000,,2020年,0,,総数,20482,,松川村,,9599,134
2020000000,,2020年,0,,総数,20485,,白馬村,,8575,292
2020000000,,2020年,0,,総数,20486,,小谷村,,2647,61
2020000000,,2020年,0,,総数,20521,,坂城町,,14004,377
2020000000,,2020年,0,,総数,20541,,小布施町,,10660,47
2020000000,,2020年,0,,総数,20543,,高山村,,6617,98
2020000000,,2020年,0,,総数,20561,,山ノ内町,,11352,163
2020000000,,2020年,0,,総数,20562,,木島平村,,4375,21
2020000000,,2020年,0,,総数,20563,,野沢温泉村,,3279,32
2020000000,,2020年,0,,総数,20583,,信濃町,,7739,59
2020000000,,2020年,0,,総数,20588,,小川村,,2215,16
2020000000,,2020年,0,,総数,20590,,飯綱町,,10296,43
2020000000,,2020年,0,,総数,20602,,栄村,,1660,15
2020000000,,2020年,0,,総数,21000,,岐阜県,,1978742,48979
2020000000,,2020年,0,,総数,21201,,岐阜市,,402557,6362
2020000000,,2020年,0,,総数,21202,,大垣市,,158286,4934
2020000000,,2020年,0,,総数,21203,,高山市,,84419,706
2020000000,,2020年,0,,総数,21204,,多治見市,,106732,1870
2020000000,,2020年,0,,総数,21205,,関市,,85283,1952
2020000000,,2020年,0,,総数,21206,,中津川市,,76570,1755
2020000000,,2020年,0,,総数,21207,,美濃市,,19247,486
2020000000,,2020年,0,,総数,21208,,瑞浪市,,37150,941
2020000000,,2020年,0,,総数,21209,,羽島市,,65649,987
2020000000,,2020年,0,,総数,21210,,恵那市,,47774,818
2020000000,,2020年,0,,総数,21211,,美濃加茂市,,56689,4642
2020000000,,2020年,0,,総数,21212,,土岐市,,55348,1640
2020000000,,2020年,0,,総数,21213,,各務原市,,144521,2974
2020000000,,2020年,0,,総数,21214,,可児市,,99968,7335
2020000000,,2020年,0,,総数,21215,,山県市,,25280,593
2020000000,,2020年,0,,総数,21216,,瑞穂市,,56388,2158
2020000000,,2020年,0,,総数,21217,,飛騨市,,22538,122
2020000000,,2020年,0,,総数,21218,,本巣市,,32928,576
2020000000,,2020年,0,,総数,21219,,郡上市,,38997,493
2020000000,,2020年,0,,総数,21220,,下呂市,,30428,463
2020000000,,2020年,0,,総数,21221,,海津市,,32735,686
2020000000,,2020年,0,,総数,21302,,岐南町,,25881,574
2020000000,,2020年,0,,総数,21303,,笠松町,,22208,321
2020000000,,2020年,0,,総数,21341,,養老町,,26882,438
2020000000,,2020年,0,,総数,21361,,垂井町,,26402,794
2020000000,,2020年,0,,総数,21362,,関ケ原町,,6610,139
2020000000,,2020年,0,,総数,21381,,神戸町,,18585,363
2020000000,,2020年,0,,総数,21382,,輪之内町,,9654,456
2020000000,,2020年,0,,総数,21383,,安八町,,14355,275
2020000000,,2020年,0,,総数,21401,,揖斐川町,,19529,222
2020000000,,2020年,0,,総数,21403,,大野町,,22041,262
2020000000,,2020年,0,,総数,21404,,池田町,,23360,520
2020000000,,2020年,0,,総数,21421,,北方町,,18139,436
2020000000,,2020年,0,,総数,21501,,坂祝町,,8071,503
2020000000,,2020年,0,,総数,21502,,富加町,,5626,135
2020000000,,2020年,0,,総数,21503,,川辺町,,9860,200
2020000000,,2020年,0,,総数,21504,,七宗町,,3402,27
2020000000,,2020年,0,,総数,21505,,八百津町,,10195,139
2020000000,,2020年,0,,総数,21506,,白川町,,7412,104
2020000000,,2020年,0,,総数,21507,,東白川村,,2016,20
2020000000,,2020年,0,,総数,21521,,御嵩町,,17516,529
2020000000,,2020年,0,,総数,21604,,白川村,,1511,29
2020000000,,2020年,0,,総数,22000,,静岡県,,3633202,86046
2020000000,,2020年,0,,総数,22100,,静岡市,,693389,9764
2020000000,,2020年,0,,総数,22101,,静岡市葵区,,249297,2756
2020000000,,2020年,0,,総数,22102,,静岡市駿河区,,213026,4268
2020000000,,2020年,0,,総数,22103,,静岡市清水区,,231066,2740
2020000000,,2020年,0,,総数,22130,,浜松市,,790718,22368
2020000000,,2020年,0,,総数,22131,,浜松市中区,,235240,8218
2020000000,,2020年,0,,総数,22132,,浜松市東区,,129356,3075
2020000000,,2020年,0,,総数,22133,,浜松市西区,,108160,2644
2020000000,,2020年,0,,総数,22134,,浜松市南区,,99769,4108
2020000000,,2020年,0,,総数,22135,,浜松市北区,,92688,1726
2020000000,,2020年,0,,総数,22136,,浜松市浜北区,,98779,2247
2020000000,,2020年,0,,総数,22137,,浜松市天竜区,,26726,350
2020000000,,2020年,0,,総数,22203,,沼津市,,189386,4042
2020000000,,2020年,0,,総数,22205,,熱海市,,34208,494
2020000000,,2020年,0,,総数,22206,,三島市,,107783,1192
2020000000,,2020年,0,,総数,22207,,富士宮市,,128105,1914
2020000000,,2020年,0,,総数,22208,,伊東市,,65491,494
2020000000,,2020年,0,,総数,22209,,島田市,,95719,1306
2020000000,,2020年,0,,総数,22210,,富士市,,245392,4998
2020000000,,2020年,0,,総数,22211,,磐田市,,166672,7346
2020000000,,2020年,0,,総数,22212,,焼津市,,136845,4355
2020000000,,2020年,0,,総数,22213,,掛川市,,114954,4090
2020000000,,2020年,0,,総数,22214,,藤枝市,,141342,1618
2020000000,,2020年,0,,総数,22215,,御殿場市,,86614,2100
2020000000,,2020年,0,,総数,22216,,袋井市,,87864,4336
2020000000,,2020年,0,,総数,22219,,下田市,,20183,173
2020000000,,2020年,0,,総数,22220,,裾野市,,50911,712
2020000000,,2020年,0,,総数,22221,,湖西市,,57885,3284
2020000000,,2020年,0,,総数,22222,,伊豆市,,28190,197
2020000000,,2020年,0,,総数,22223,,御前崎市,,31103,914
2020000000,,2020年,0,,総数,22224,,菊川市,,47789,3473
2020000000,,2020年,0,,総数,22225,,伊豆の国市,,46804,554
2020000000,,2020年,0,,総数,22226,,牧之原市,,43502,1968
2020000000,,2020年,0,,総数,22301,,東伊豆町,,11488,140
2020000000,,2020年,0,,総数,22302,,河津町,,6870,44
2020000000,,2020年,0,,総数,22304,,南伊豆町,,7877,45
2020000000,,2020年,0,,総数,22305,,松崎町,,6038,21
2020000000,,2020年,0,,総数,22306,,西伊豆町,,7090,88
2020000000,,2020年,0,,総数,22325,,函南町,,36794,282
2020000000,,2020年,0,,総数,22341,,清水町,,31710,1154
2020000000,,2020年,0,,総数,22342,,長泉町,,43336,401
2020000000,,2020年,0,,総数,22344,,小山町,,18568,196
2020000000,,2020年,0,,総数,22424,,吉田町,,28919,1555
2020000000,,2020年,0,,総数,22429,,川根本町,,6206,87
2020000000,,2020年,0,,総数,22461,,森町,,17457,341
2020000000,,2020年,0,,総数,23000,,愛知県,,7542415,231369
2020000000,,2020年,0,,総数,23100,,名古屋市,,2332176,69501
2020000000,,2020年,0,,総数,23101,,名古屋市千種区,,165245,5711
2020000000,,2020年,0,,総数,23102,,名古屋市東区,,84392,3364
2020000000,,2020年,0,,総数,23103,,名古屋市北区,,162956,5292
2020000000,,2020年,0,,総数,23104,,名古屋市西区,,151082,3740
2020000000,,2020年,0,,総数,23105,,名古屋市中村区,,138599,4210
2020000000,,2020年,0,,総数,23106,,名古屋市中区,,93100,5254
2020000000,,2020年,0,,総数,23107,,名古屋市昭和区,,107599,3461
2020000000,,2020年,0,,総数,23108,,名古屋市瑞穂区,,108332,1422
2020000000,,2020年,0,,総数,23109,,名古屋市熱田区,,66957,1940
2020000000,,2020年,0,,総数,23110,,名古屋市中川区,,220728,6367
2020000000,,2020年,0,,総数,23111,,名古屋市港区,,143715,8293
2020000000,,2020年,0,,総数,23112,,名古屋市南区,,134510,5662
2020000000,,2020年,0,,総数,23113,,名古屋市守山区,,176587,3290
2020000000,,2020年,0,,総数,23114,,名古屋市緑区,,248802,4990
2020000000,,2020年,0,,総数,23115,,名古屋市名東区,,164755,3327
2020000000,,2020年,0,,総数,23116,,名古屋市天白区,,164817,3178
2020000000,,2020年,0,,総数,23201,,豊橋市,,371920,16916
2020000000,,2020年,0,,総数,23202,,岡崎市,,384654,10887
2020000000,,2020年,0,,総数,23203,,一宮市,,380073,5774
2020000000,,2020年,0,,総数,23204,,瀬戸市,,127792,3971
2020000000,,2020年,0,,総数,23205,,半田市,,117884,3862
2020000000,,2020年,0,,総数,23206,,春日井市,,308681,6657
2020000000,,2020年,0,,総数,23207,,豊川市,,184661,6115
2020000000,,2020年,0,,総数,23208,,津島市,,60942,1347
2020000000,,2020年,0,,総数,23209,,碧南市,,72458,5045
2020000000,,2020年,0,,総数,23210,,刈谷市,,153834,4708
2020000000,,2020年,0,,総数,23211,,豊田市,,422330,15974
2020000000,,2020年,0,,総数,23212,,安城市,,187990,7101
2020000000,,2020年,0,,総数,23213,,西尾市,,169046,8909
2020000000,,2020年,0,,総数,23214,,蒲郡市,,79538,3025
2020000000,,2020年,0,,総数,23215,,犬山市,,73090,2218
2020000000,,2020年,0,,総数,23216,,常滑市,,58710,1273
2020000000,,2020年,0,,総数,23217,,江南市,,98255,1544
2020000000,,2020年,0,,総数,23219,,小牧市,,148831,9011
2020000000,,2020年,0,,総数,23220,,稲沢市,,134751,3083
2020000000,,2020年,0,,総数,23221,,新城市,,44355,885
2020000000,,2020年,0,,総数,23222,,東海市,,113787,1753
2020000000,,2020年,0,,総数,23223,,大府市,,93123,2611
2020000000,,2020年,0,,総数,23224,,知多市,,84364,1902
2020000000,,2020年,0,,総数,23225,,知立市,,72193,4729
2020000000,,2020年,0,,総数,23226,,尾張旭市,,83144,1309
2020000000,,2020年,0,,総数,23227,,高浜市,,46106,3290
2020000000,,2020年,0,,総数,23228,,岩倉市,,47983,2321
2020000000,,2020年,0,,総数,23229,,豊明市,,69295,3021
2020000000,,2020年,0,,総数,23230,,日進市,,91520,1396
2020000000,,2020年,0,,総数,23231,,田原市,,59360,1152
2020000000,,2020年,0,,総数,23232,,愛西市,,60829,838
2020000000,,2020年,0,,総数,23233,,清須市,,67352,1201
2020000000,,2020年,0,,総数,23234,,北名古屋市,,86385,1950
2020000000,,2020年,0,,総数,23235,,弥富市,,43025,1521
2020000000,,2020年,0,,総数,23236,,みよし市,,61952,2026
2020000000,,2020年,0,,総数,23237,,あま市,,86126,2048
2020000000,,2020年,0,,総数,23238,,長久手市,,60162,737
2020000000,,2020年,0,,総数,23302,,東郷町,,43903,1220
2020000000,,2020年,0,,総数,23342,,豊山町,,15613,430
2020000000,,2020年,0,,総数,23361,,大口町,,24305,608
2020000000,,2020年,0,,総数,23362,,扶桑町,,34133,424
2020000000,,2020年,0,,総数,23424,,大治町,,32399,696
2020000000,,2020年,0,,総数,23425,,蟹江町,,37338,1415
2020000000,,2020年,0,,総数,23427,,飛島村,,4575,246
2020000000,,2020年,0,,総数,23441,,阿久比町,,28383,305
2020000000,,2020年,0,,総数,23442,,東浦町,,49596,1314
2020000000,,2020年,0,,総数,23445,,南知多町,,16617,389
2020000000,,2020年,0,,総数,23446,,美浜町,,22496,306
2020000000,,2020年,0,,総数,23447,,武豊町,,43535,1109
2020000000,,2020年,0,,総数,23501,,幸田町,,42449,1233
2020000000,,2020年,0,,総数,23561,,設楽町,,4437,26
2020000000,,2020年,0,,総数,23562,,東栄町,,2942,17
2020000000,,2020年,0,,総数,23563,,豊根村,,1017,20
2020000000,,2020年,0,,総数,24000,,三重県,,1770254,44721
2020000000,,2020年,0,,総数,24201,,津市,,274537,7377
2020000000,,2020年,0,,総数,24202,,四日市市,,305424,8530
2020000000,,2020年,0,,総数,24203,,伊勢市,,122765,991
2020000000,,2020年,0,,総数,24204,,松阪市,,159145,3859
2020000000,,2020年,0,,総数,24205,,桑名市,,138613,3707
2020000000,,2020年,0,,総数,24207,,鈴鹿市,,195670,6432
2020000000,,2020年,0,,総数,24208,,名張市,,76387,965
2020000000,,2020年,0,,総数,24209,,尾鷲市,,16252,184
2020000000,,2020年,0,,総数,24210,,亀山市,,49835,1658
2020000000,,2020年,0,,総数,24211,,鳥羽市,,17525,165
2020000000,,2020年,0,,総数,24212,,熊野市,,15965,104
2020000000,,2020年,0,,総数,24214,,いなべ市,,44973,1842
2020000000,,2020年,0,,総数,24215,,志摩市,,46057,330
2020000000,,2020年,0,,総数,24216,,伊賀市,,88766,4993
2020000000,,2020年,0,,総数,24303,,木曽岬町,,6023,302
2020000000,,2020年,0,,総数,24324,,東員町,,25784,593
2020000000,,2020年,0,,総数,24341,,菰野町,,40559,770
2020000000,,2020年,0,,総数,24343,,朝日町,,11021,164
2020000000,,2020年,0,,総数,24344,,川越町,,15123,543
2020000000,,2020年,0,,総数,24441,,多気町,,14021,138
2020000000,,2020年,0,,総数,24442,,明和町,,22445,176
2020000000,,2020年,0,,総数,24443,,大台町,,8668,103
2020000000,,2020年,0,,総数,24461,,玉城町,,15041,164
2020000000,,2020年,0,,総数,24470,,度会町,,7847,46
2020000000,,2020年,0,,総数,24471,,大紀町,,7815,83
2020000000,,2020年,0,,総数,24472,,南伊勢町,,10989,79
2020000000,,2020年,0,,総数,24543,,紀北町,,14604,275
2020000000,,2020年,0,,総数,24561,,御浜町,,8079,46
2020000000,,2020年,0,,総数,24562,,紀宝町,,10321,102
2020000000,,2020年,0,,総数,25000,,滋賀県,,1413610,28704
2020000000,,2020年,0,,総数,25201,,大津市,,345070,4035
2020000000,,2020年,0,,総数,25202,,彦根市,,113647,2274
2020000000,,2020年,0,,総数,25203,,長浜市,,113636,3253
2020000000,,2020年,0,,総数,25204,,近江八幡市,,81122,1376
2020000000,,2020年,0,,総数,25206,,草津市,,143913,2306
2020000000,,2020年,0,,総数,25207,,守山市,,83236,1025
2020000000,,2020年,0,,総数,25208,,栗東市,,68820,1297
2020000000,,2020年,0,,総数,25209,,甲賀市,,88358,3201
2020000000,,2020年,0,,総数,25210,,野洲市,,50513,599
2020000000,,2020年,0,,総数,25211,,湖南市,,54460,3083
2020000000,,2020年,0,,総数,25212,,高島市,,46377,462
2020000000,,2020年,0,,総数,25213,,東近江市,,112819,3536
2020000000,,2020年,0,,総数,25214,,米原市,,37225,524
2020000000,,2020年,0,,総数,25383,,日野町,,20964,557
2020000000,,2020年,0,,総数,25384,,竜王町,,11789,98
2020000000,,2020年,0,,総数,25425,,愛荘町,,20893,798
2020000000,,2020年,0,,総数,25441,,豊郷町,,7132,188
2020000000,,2020年,0,,総数,25442,,甲良町,,6362,55
2020000000,,2020年,0,,総数,25443,,多賀町,,7274,37
2020000000,,2020年,0,,総数,26000,,京都府,,2578087,52442
2020000000,,2020年,0,,総数,26100,,京都市,,1463723,39386
2020000000,,2020年,0,,総数,26101,,京都市北区,,117165,2380
2020000000,,2020年,0,,総数,26102,,京都市上京区,,83832,2725
2020000000,,2020年,0,,総数,26103,,京都市左京区,,166039,6288
2020000000,,2020年,0,,総数,26104,,京都市中京区,,110488,2453
2020000000,,2020年,0,,総数,26105,,京都市東山区,,36602,1008
2020000000,,2020年,0,,総数,26106,,京都市下京区,,82784,2300
2020000000,,2020年,0,,総数,26107,,京都市南区,,101970,5095
2020000000,,2020年,0,,総数,26108,,京都市右京区,,202047,4618
2020000000,,2020年,0,,総数,26109,,京都市伏見区,,277858,7916
2020000000,,2020年,0,,総数,26110,,京都市山科区,,135101,2085
2020000000,,2020年,0,,総数,26111,,京都市西京区,,149837,2518
2020000000,,2020年,0,,総数,26201,,福知山市,,77306,979
2020000000,,2020年,0,,総数,26202,,舞鶴市,,80336,836
2020000000,,2020年,0,,総数,26203,,綾部市,,31846,431
2020000000,,2020年,0,,総数,26204,,宇治市,,179630,2533
2020000000,,2020年,0,,総数,26205,,宮津市,,16758,126
2020000000,,2020年,0,,総数,26206,,亀岡市,,86174,836
2020000000,,2020年,0,,総数,26207,,城陽市,,74607,633
2020000000,,2020年,0,,総数,26208,,向日市,,56859,470
2020000000,,2020年,0,,総数,26209,,長岡京市,,80608,627
2020000000,,2020年,0,,総数,26210,,八幡市,,70433,1572
2020000000,,2020年,0,,総数,26211,,京田辺市,,73753,915
