全国，都道府県，市区町村,Unnamed: 0,自治体コード,人口総数,うち外国人数,外国人比率（%）
与論町,1922,46535,5115.0,12.0,0.2346041055718475
沖縄県,1923,47000,1467480.0,18157.0,1.2372911385504402
那覇市,1924,47201,317625.0,4575.0,1.4403778040141677
宜野湾市,1925,47205,100125.0,1572.0,1.5700374531835208
石垣市,1926,47207,47637.0,473.0,0.992925667023532
浦添市,1927,47208,115690.0,1135.0,0.9810701011323364
名護市,1928,47209,63554.0,529.0,0.8323630298643673
糸満市,1929,47210,61007.0,803.0,1.316242398413297
沖縄市,1930,47211,142752.0,1993.0,1.3961275498767092
豊見城市,1931,47212,64612.0,367.0,0.5680059431684517
うるま市,1932,47213,125303.0,1357.0,1.0829748689177434
宮古島市,1933,47214,52931.0,464.0,0.8766129489335173
南城市,1934,47215,44043.0,257.0,0.5835206502735963
国頭村,1935,47301,4517.0,32.0,0.7084348018596414
大宜味村,1936,47302,3092.0,23.0,0.7438551099611902
東村,1937,47303,1598.0,11.0,0.688360450563204
今帰仁村,1938,47306,8894.0,44.0,0.4947155385653249
本部町,1939,47308,12530.0,133.0,1.0614525139664803
恩納村,1940,47311,10869.0,743.0,6.835955469684424
宜野座村,1941,47313,5833.0,43.0,0.7371849819989714
金武町,1942,47314,10806.0,100.0,0.9254118082546734
伊江村,1943,47315,4118.0,26.0,0.6313744536182613
読谷村,1944,47324,41206.0,736.0,1.7861476484007182
嘉手納町,1945,47325,13521.0,97.0,0.7174025589823237
北谷町,1946,47326,28201.0,787.0,2.790681181518386
北中城村,1947,47327,17969.0,383.0,2.131448605932439
中城村,1948,47328,22157.0,329.0,1.4848580584014082
西原町,1949,47329,34984.0,507.0,1.4492339355133774
与那原町,1950,47348,19695.0,109.0,0.5534399593805533
南風原町,1951,47350,40440.0,221.0,0.5464886251236399
渡嘉敷村,1952,47353,718.0,6.0,0.8356545961002786
座間味村,1953,47354,892.0,15.0,1.6816143497757847
粟国村,1954,47355,683.0,2.0,0.2928257686676427
渡名喜村,1955,47356,346.0,2.0,0.5780346820809248
南大東村,1956,47357,1285.0,31.0,2.4124513618677046
北大東村,1957,47358,590.0,5.0,0.847457627118644
伊平屋村,1958,47359,1126.0,8.0,0.7104795737122558
伊是名村,1959,47360,1322.0,23.0,1.739788199697428
久米島町,1960,47361,7192.0,35.0,0.4866518353726363
八重瀬町,1961,47362,30941.0,129.0,0.4169225299764067
多良間村,1962,47375,1058.0,11.0,1.0396975425330812
竹富町,1963,47381,3942.0,26.0,0.6595636732623034
与那国町,1964,47382,1676.0,15.0,0.8949880668257757
