全国，都道府県，市区町村,Unnamed: 0,自治体コード,人口総数,うち外国人数,外国人比率（%）
王滝村,974,20429,715.0,13.0,1.818181818181818
大桑村,975,20430,3439.0,76.0,2.209944751381215
木曽町,976,20432,10584.0,121.0,1.1432350718065003
麻績村,977,20446,2593.0,18.0,0.6941766293868107
生坂村,978,20448,1639.0,11.0,0.6711409395973155
山形村,979,20450,8400.0,163.0,1.9404761904761905
朝日村,980,20451,4279.0,41.0,0.9581677962140688
筑北村,981,20452,4149.0,28.0,0.6748614123885274
池田町,982,20481,9382.0,120.0,1.2790449797484544
松川村,983,20482,9599.0,134.0,1.3959787477862278
白馬村,984,20485,8575.0,292.0,3.405247813411079
小谷村,985,20486,2647.0,61.0,2.30449565545901
坂城町,986,20521,14004.0,377.0,2.6920879748643247
小布施町,987,20541,10660.0,47.0,0.4409005628517823
高山村,988,20543,6617.0,98.0,1.4810337010729937
山ノ内町,989,20561,11352.0,163.0,1.4358703312191683
木島平村,990,20562,4375.0,21.0,0.48
野沢温泉村,991,20563,3279.0,32.0,0.9759072888075632
信濃町,992,20583,7739.0,59.0,0.7623723995348236
小川村,993,20588,2215.0,16.0,0.7223476297968396
飯綱町,994,20590,10296.0,43.0,0.4176379176379176
栄村,995,20602,1660.0,15.0,0.9036144578313252
岐阜県,996,21000,1978742.0,48979.0,2.475259533582448
岐阜市,997,21201,402557.0,6362.0,1.5803973101945812
大垣市,998,21202,158286.0,4934.0,3.1171423878296247
高山市,999,21203,84419.0,706.0,0.8363046233667777
多治見市,1000,21204,106732.0,1870.0,1.752051868230709
関市,1001,21205,85283.0,1952.0,2.2888500639048814
中津川市,1002,21206,76570.0,1755.0,2.2920203735144313
美濃市,1003,21207,19247.0,486.0,2.5250688418974385
瑞浪市,1004,21208,37150.0,941.0,2.5329744279946165
羽島市,1005,21209,65649.0,987.0,1.503450166796143
恵那市,1006,21210,47774.0,818.0,1.7122284087579018
美濃加茂市,1007,21211,56689.0,4642.0,8.188537458766252
土岐市,1008,21212,55348.0,1640.0,2.9630700296307
各務原市,1009,21213,144521.0,2974.0,2.057832425737436
可児市,1010,21214,99968.0,7335.0,7.33734795134443
山県市,1011,21215,25280.0,593.0,2.3457278481012658
瑞穂市,1012,21216,56388.0,2158.0,3.8270554018585514
飛騨市,1013,21217,22538.0,122.0,0.5413080131333747
本巣市,1014,21218,32928.0,576.0,1.749271137026239
郡上市,1015,21219,38997.0,493.0,1.2641998102418135
下呂市,1016,21220,30428.0,463.0,1.5216248192454318
海津市,1017,21221,32735.0,686.0,2.09561631281503
岐南町,1018,21302,25881.0,574.0,2.217843205440285
笠松町,1019,21303,22208.0,321.0,1.4454250720461097
養老町,1020,21341,26882.0,438.0,1.62934305483223
垂井町,1021,21361,26402.0,794.0,3.0073479281872584
関ケ原町,1022,21362,6610.0,139.0,2.102874432677761
神戸町,1023,21381,18585.0,363.0,1.95318805488297
輪之内町,1024,21382,9654.0,456.0,4.723430702299565
安八町,1025,21383,14355.0,275.0,1.9157088122605364
揖斐川町,1026,21401,19529.0,222.0,1.1367709560141328
大野町,1027,21403,22041.0,262.0,1.1886937979220544
池田町,1028,21404,23360.0,520.0,2.2260273972602738
北方町,1029,21421,18139.0,436.0,2.4036606207618942
坂祝町,1030,21501,8071.0,503.0,6.232189319786891
富加町,1031,21502,5626.0,135.0,2.399573409171703
川辺町,1032,21503,9860.0,200.0,2.028397565922921
七宗町,1033,21504,3402.0,27.0,0.7936507936507936
八百津町,1034,21505,10195.0,139.0,1.3634134379597842
白川町,1035,21506,7412.0,104.0,1.4031300593631948
東白川村,1036,21507,2016.0,20.0,0.992063492063492
御嵩町,1037,21521,17516.0,529.0,3.0200959123087463
白川村,1038,21604,1511.0,29.0,1.9192587690271343
静岡県,1039,22000,3633202.0,86046.0,2.3683241394230214
静岡市,1040,22100,693389.0,9764.0,1.4081561720765687
静岡市葵区,1041,22101,249297.0,2756.0,1.1055086904375102
静岡市駿河区,1042,22102,213026.0,4268.0,2.0035113084787772
静岡市清水区,1043,22103,231066.0,2740.0,1.1858083837518285
浜松市,1044,22130,790718.0,22368.0,2.8288214002969454
浜松市中区,1045,22131,235240.0,8218.0,3.49345349430369
浜松市東区,1046,22132,129356.0,3075.0,2.37716070379418
浜松市西区,1047,22133,108160.0,2644.0,2.4445266272189348
浜松市南区,1048,22134,99769.0,4108.0,4.117511451452857
浜松市北区,1049,22135,92688.0,1726.0,1.8621612290695668
浜松市浜北区,1050,22136,98779.0,2247.0,2.2747750027839926
浜松市天竜区,1051,22137,26726.0,350.0,1.3095861707700367
沼津市,1052,22203,189386.0,4042.0,2.1342654684084357
熱海市,1053,22205,34208.0,494.0,1.444106641721235
三島市,1054,22206,107783.0,1192.0,1.1059257953480606
富士宮市,1055,22207,128105.0,1914.0,1.4940868818547286
伊東市,1056,22208,65491.0,494.0,0.754302117848254
島田市,1057,22209,95719.0,1306.0,1.36441040963654
富士市,1058,22210,245392.0,4998.0,2.036741214057508
磐田市,1059,22211,166672.0,7346.0,4.407458961313238
焼津市,1060,22212,136845.0,4355.0,3.182432679308707
掛川市,1061,22213,114954.0,4090.0,3.5579449170972737
藤枝市,1062,22214,141342.0,1618.0,1.1447411243650154
御殿場市,1063,22215,86614.0,2100.0,2.4245503036460616
袋井市,1064,22216,87864.0,4336.0,4.934899389966311
下田市,1065,22219,20183.0,173.0,0.8571570133280483
裾野市,1066,22220,50911.0,712.0,1.3985189841095245
湖西市,1067,22221,57885.0,3284.0,5.673317785263885
伊豆市,1068,22222,28190.0,197.0,0.6988293721177722
御前崎市,1069,22223,31103.0,914.0,2.9386232839275954
菊川市,1070,22224,47789.0,3473.0,7.2673627822302205
伊豆の国市,1071,22225,46804.0,554.0,1.1836595162806598
牧之原市,1072,22226,43502.0,1968.0,4.5239299342558965
東伊豆町,1073,22301,11488.0,140.0,1.2186629526462396
河津町,1074,22302,6870.0,44.0,0.6404657933042213
南伊豆町,1075,22304,7877.0,45.0,0.5712834835597308
松崎町,1076,22305,6038.0,21.0,0.3477972838688307
西伊豆町,1077,22306,7090.0,88.0,1.2411847672778562
函南町,1078,22325,36794.0,282.0,0.766429309126488
清水町,1079,22341,31710.0,1154.0,3.639230526647745
長泉町,1080,22342,43336.0,401.0,0.9253276721432528
小山町,1081,22344,18568.0,196.0,1.0555794915984489
吉田町,1082,22424,28919.0,1555.0,5.377087727791417
川根本町,1083,22429,6206.0,87.0,1.4018691588785046
森町,1084,22461,17457.0,341.0,1.9533711405166985
愛知県,1085,23000,7542415.0,231369.0,3.067571858615576
名古屋市,1086,23100,2332176.0,69501.0,2.9800924115504146
名古屋市千種区,1087,23101,165245.0,5711.0,3.4560803655178676
名古屋市東区,1088,23102,84392.0,3364.0,3.986159825575884
名古屋市北区,1089,23103,162956.0,5292.0,3.2475023932840767
名古屋市西区,1090,23104,151082.0,3740.0,2.4754768933426883
名古屋市中村区,1091,23105,138599.0,4210.0,3.037539953390717
名古屋市中区,1092,23106,93100.0,5254.0,5.6433941997851775
名古屋市昭和区,1093,23107,107599.0,3461.0,3.2165726447271816
名古屋市瑞穂区,1094,23108,108332.0,1422.0,1.312631540080493
名古屋市熱田区,1095,23109,66957.0,1940.0,2.8973819018175844
名古屋市中川区,1096,23110,220728.0,6367.0,2.8845456851871987
名古屋市港区,1097,23111,143715.0,8293.0,5.770448457015622
名古屋市南区,1098,23112,134510.0,5662.0,4.20935246450078
名古屋市守山区,1099,23113,176587.0,3290.0,1.8631043055264545
名古屋市緑区,1100,23114,248802.0,4990.0,2.005610887372288
名古屋市名東区,1101,23115,164755.0,3327.0,2.0193620830930774
名古屋市天白区,1102,23116,164817.0,3178.0,1.9281991542134609
豊橋市,1103,23201,371920.0,16916.0,4.548289954828996
岡崎市,1104,23202,384654.0,10887.0,2.8303358342822382
一宮市,1105,23203,380073.0,5774.0,1.5191818413831029
瀬戸市,1106,23204,127792.0,3971.0,3.107393264054088
半田市,1107,23205,117884.0,3862.0,3.2761019307115467
春日井市,1108,23206,308681.0,6657.0,2.156595320087728
豊川市,1109,23207,184661.0,6115.0,3.311473456766724
津島市,1110,23208,60942.0,1347.0,2.210298316432018
碧南市,1111,23209,72458.0,5045.0,6.962654227276491
刈谷市,1112,23210,153834.0,4708.0,3.0604417749002173
豊田市,1113,23211,422330.0,15974.0,3.7823502947931713
安城市,1114,23212,187990.0,7101.0,3.7773285813075166
西尾市,1115,23213,169046.0,8909.0,5.270163150858346
蒲郡市,1116,23214,79538.0,3025.0,3.8032135582991775
犬山市,1117,23215,73090.0,2218.0,3.034614858393761
常滑市,1118,23216,58710.0,1273.0,2.1682847896440127
江南市,1119,23217,98255.0,1544.0,1.5714213017149254
小牧市,1120,23219,148831.0,9011.0,6.054518211931654
稲沢市,1121,23220,134751.0,3083.0,2.2879236517725285
新城市,1122,23221,44355.0,885.0,1.9952654717619207
東海市,1123,23222,113787.0,1753.0,1.5405977835780889
大府市,1124,23223,93123.0,2611.0,2.8038186055002523
知多市,1125,23224,84364.0,1902.0,2.254516144326964
知立市,1126,23225,72193.0,4729.0,6.550496585541535
尾張旭市,1127,23226,83144.0,1309.0,1.5743769845088038
高浜市,1128,23227,46106.0,3290.0,7.135730707500108
岩倉市,1129,23228,47983.0,2321.0,4.83712981681012
豊明市,1130,23229,69295.0,3021.0,4.359621906342449
日進市,1131,23230,91520.0,1396.0,1.5253496503496504
田原市,1132,23231,59360.0,1152.0,1.940700808625337
愛西市,1133,23232,60829.0,838.0,1.3776323792927714
清須市,1134,23233,67352.0,1201.0,1.783169022449222
北名古屋市,1135,23234,86385.0,1950.0,2.2573363431151243
弥富市,1136,23235,43025.0,1521.0,3.5351539802440444
みよし市,1137,23236,61952.0,2026.0,3.2702737603305785
あま市,1138,23237,86126.0,2048.0,2.3779114320878714
長久手市,1139,23238,60162.0,737.0,1.2250257637711512
東郷町,1140,23302,43903.0,1220.0,2.778853381317905
豊山町,1141,23342,15613.0,430.0,2.754115160443221
大口町,1142,23361,24305.0,608.0,2.501542892408969
扶桑町,1143,23362,34133.0,424.0,1.24219963085577
大治町,1144,23424,32399.0,696.0,2.1482144510633043
蟹江町,1145,23425,37338.0,1415.0,3.7897048583212816
飛島村,1146,23427,4575.0,246.0,5.377049180327869
阿久比町,1147,23441,28383.0,305.0,1.0745869006095197
東浦町,1148,23442,49596.0,1314.0,2.6494072102588917
南知多町,1149,23445,16617.0,389.0,2.3409761088042367
美浜町,1150,23446,22496.0,306.0,1.3602418207681366
武豊町,1151,23447,43535.0,1109.0,2.5473756747444587
幸田町,1152,23501,42449.0,1233.0,2.904662065066314
設楽町,1153,23561,4437.0,26.0,0.5859815190443994
東栄町,1154,23562,2942.0,17.0,0.5778382053025153
豊根村,1155,23563,1017.0,20.0,1.966568338249754
三重県,1156,24000,1770254.0,44721.0,2.5262476458180574
津市,1157,24201,274537.0,7377.0,2.687069502471434
四日市市,1158,24202,305424.0,8530.0,2.7928388076902926
伊勢市,1159,24203,122765.0,991.0,0.807233331975726
松阪市,1160,24204,159145.0,3859.0,2.4248326997392313
桑名市,1161,24205,138613.0,3707.0,2.6743523334752153
鈴鹿市,1162,24207,195670.0,6432.0,3.2871671692134714
名張市,1163,24208,76387.0,965.0,1.2633039653344156
尾鷲市,1164,24209,16252.0,184.0,1.1321683485109524
亀山市,1165,24210,49835.0,1658.0,3.326979030801646
鳥羽市,1166,24211,17525.0,165.0,0.94151212553495
熊野市,1167,24212,15965.0,104.0,0.6514249921703728
いなべ市,1168,24214,44973.0,1842.0,4.095790807818024
志摩市,1169,24215,46057.0,330.0,0.7165034631000716
伊賀市,1170,24216,88766.0,4993.0,5.624901426221752
木曽岬町,1171,24303,6023.0,302.0,5.014112568487464
東員町,1172,24324,25784.0,593.0,2.2998758920260625
菰野町,1173,24341,40559.0,770.0,1.8984688971621588
朝日町,1174,24343,11021.0,164.0,1.488068233372652
川越町,1175,24344,15123.0,543.0,3.590557429081531
多気町,1176,24441,14021.0,138.0,0.984237928821054
明和町,1177,24442,22445.0,176.0,0.7841390064602362
大台町,1178,24443,8668.0,103.0,1.1882787263497925
玉城町,1179,24461,15041.0,164.0,1.090353035037564
度会町,1180,24470,7847.0,46.0,0.5862112909392124
大紀町,1181,24471,7815.0,83.0,1.0620601407549586
南伊勢町,1182,24472,10989.0,79.0,0.7189007189007189
紀北町,1183,24543,14604.0,275.0,1.883045740892906
御浜町,1184,24561,8079.0,46.0,0.5693773981928456
紀宝町,1185,24562,10321.0,102.0,0.9882763298130028
滋賀県,1186,25000,1413610.0,28704.0,2.030545907287017
大津市,1187,25201,345070.0,4035.0,1.1693279624424031
彦根市,1188,25202,113647.0,2274.0,2.0009327126980914
長浜市,1189,25203,113636.0,3253.0,2.8626491604773134
近江八幡市,1190,25204,81122.0,1376.0,1.6962106456941397
草津市,1191,25206,143913.0,2306.0,1.6023569795640422
守山市,1192,25207,83236.0,1025.0,1.2314383199577106
栗東市,1193,25208,68820.0,1297.0,1.8846265620459168
甲賀市,1194,25209,88358.0,3201.0,3.6227619457208178
野洲市,1195,25210,50513.0,599.0,1.1858333498307363
湖南市,1196,25211,54460.0,3083.0,5.661035622475211
高島市,1197,25212,46377.0,462.0,0.9961834530047222
東近江市,1198,25213,112819.0,3536.0,3.1342238452742888
米原市,1199,25214,37225.0,524.0,1.4076561450638012
日野町,1200,25383,20964.0,557.0,2.656935699294028
竜王町,1201,25384,11789.0,98.0,0.8312833997794554
愛荘町,1202,25425,20893.0,798.0,3.819461063514096
豊郷町,1203,25441,7132.0,188.0,2.6360067302299495
甲良町,1204,25442,6362.0,55.0,0.8645080163470606
多賀町,1205,25443,7274.0,37.0,0.5086609843277426
京都府,1206,26000,2578087.0,52442.0,2.034143921442527
京都市,1207,26100,1463723.0,39386.0,2.6908096682227445
京都市北区,1208,26101,117165.0,2380.0,2.0313233474160373
京都市上京区,1209,26102,83832.0,2725.0,3.25054871648058
京都市左京区,1210,26103,166039.0,6288.0,3.7870620757773774
京都市中京区,1211,26104,110488.0,2453.0,2.2201506045905437
京都市東山区,1212,26105,36602.0,1008.0,2.753947871701
京都市下京区,1213,26106,82784.0,2300.0,2.778314650173946
京都市南区,1214,26107,101970.0,5095.0,4.996567617926841
京都市右京区,1215,26108,202047.0,4618.0,2.2856068142560892
京都市伏見区,1216,26109,277858.0,7916.0,2.848937226928862
京都市山科区,1217,26110,135101.0,2085.0,1.543289835012324
京都市西京区,1218,26111,149837.0,2518.0,1.6804928021783672
福知山市,1219,26201,77306.0,979.0,1.2663958813028742
舞鶴市,1220,26202,80336.0,836.0,1.0406293567018523
綾部市,1221,26203,31846.0,431.0,1.35338818061923
宇治市,1222,26204,179630.0,2533.0,1.4101208038746311
宮津市,1223,26205,16758.0,126.0,0.7518796992481203
亀岡市,1224,26206,86174.0,836.0,0.970130201684963
城陽市,1225,26207,74607.0,633.0,0.8484458562869436
向日市,1226,26208,56859.0,470.0,0.826606166130252
長岡京市,1227,26209,80608.0,627.0,0.7778384279475983
八幡市,1228,26210,70433.0,1572.0,2.23190833842091
京田辺市,1229,26211,73753.0,915.0,1.2406274998983091
京丹後市,1230,26212,50860.0,414.0,0.81399921352733
南丹市,1231,26213,31629.0,325.0,1.0275380189066996
木津川市,1232,26214,77907.0,561.0,0.7200893372867649
大山崎町,1233,26303,15953.0,111.0,0.6957938945652855
久御山町,1234,26322,15250.0,513.0,3.363934426229508
井手町,1235,26343,7406.0,206.0,2.7815284904131787
宇治田原町,1236,26344,8911.0,358.0,4.017506452698911
笠置町,1237,26364,1144.0,3.0,0.2622377622377622
和束町,1238,26365,3478.0,16.0,0.460034502587694
精華町,1239,26366,36198.0,316.0,0.8729764075363279
南山城村,1240,26367,2391.0,20.0,0.8364700961940611
京丹波町,1241,26407,12907.0,150.0,1.1621600681800577
伊根町,1242,26463,1928.0,8.0,0.4149377593360996
与謝野町,1243,26465,20092.0,97.0,0.4827792156082022
大阪府,1244,27000,8837685.0,208681.0,2.361263158847594
大阪市,1245,27100,2752412.0,121586.0,4.417434599180646
大阪市都島区,1246,27102,107904.0,2924.0,2.7098161328588373
大阪市福島区,1247,27103,79328.0,1438.0,1.812726906010488
大阪市此花区,1248,27104,65251.0,1759.0,2.6957441265267965
大阪市西区,1249,27106,105862.0,3979.0,3.758666943756966
大阪市港区,1250,27107,80948.0,2524.0,3.1180510945298217
大阪市大正区,1251,27108,62083.0,1391.0,2.240548942544658
大阪市天王寺区,1252,27109,82148.0,4239.0,5.160198665822661
大阪市浪速区,1253,27111,75504.0,8858.0,11.731828777283322
大阪市西淀川区,1254,27113,95864.0,3594.0,3.74906116999082
大阪市東淀川区,1255,27114,177120.0,6233.0,3.519083107497742
大阪市東成区,1256,27115,84906.0,6123.0,7.211504487315384
大阪市生野区,1257,27116,127309.0,23657.0,18.582346888279694
大阪市旭区,1258,27117,89670.0,2043.0,2.278353964536634
大阪市城東区,1259,27118,169043.0,4699.0,2.7797660950172443
大阪市阿倍野区,1260,27119,110995.0,2838.0,2.5568719311680708
大阪市住吉区,1261,27120,153056.0,3380.0,2.208342044741794
大阪市東住吉区,1262,27121,127849.0,3015.0,2.3582507489303786
大阪市西成区,1263,27122,106111.0,7324.0,6.902206180320608
大阪市淀川区,1264,27123,183444.0,6484.0,3.5345936634613286
大阪市鶴見区,1265,27124,112691.0,1879.0,1.6673913622205854
大阪市住之江区,1266,27125,120072.0,3669.0,3.055666600039976
大阪市平野区,1267,27126,192152.0,7354.0,3.827178483700404
大阪市北区,1268,27127,139376.0,4888.0,3.5070600390311104
大阪市中央区,1269,27128,103726.0,7294.0,7.031988122553651
堺市,1270,27140,826161.0,12486.0,1.5113276952071086
堺市堺区,1271,27141,148682.0,4177.0,2.8093515018630364
堺市中区,1272,27142,121236.0,1213.0,1.0005278960044872
堺市東区,1273,27143,85043.0,728.0,0.8560375339534119
堺市西区,1274,27144,135375.0,1567.0,1.1575253924284394
堺市南区,1275,27145,138464.0,2460.0,1.776635082042986
堺市北区,1276,27146,159757.0,1789.0,1.119825735335541
堺市美原区,1277,27147,37604.0,552.0,1.4679289437293903
岸和田市,1278,27202,190658.0,2413.0,1.265616968603468
豊中市,1279,27203,401558.0,5287.0,1.31662175825161
池田市,1280,27204,104993.0,1882.0,1.792500452411113
吹田市,1281,27205,385567.0,4718.0,1.2236524391350918
泉大津市,1282,27206,74412.0,1181.0,1.5871096059775305
高槻市,1283,27207,352698.0,3022.0,0.8568236848521964
貝塚市,1284,27208,84443.0,865.0,1.0243596272041495
守口市,1285,27209,143096.0,2223.0,1.5535025437468553
枚方市,1286,27210,397289.0,3090.0,0.7777713452927214
茨木市,1287,27211,287730.0,3216.0,1.1177145240329476
八尾市,1288,27212,264642.0,7104.0,2.6843811639875756
泉佐野市,1289,27213,100131.0,1735.0,1.7327301235381651
富田林市,1290,27214,108699.0,1311.0,1.2060828526481384
寝屋川市,1291,27215,229733.0,2626.0,1.1430660810593167
河内長野市,1292,27216,101692.0,617.0,0.6067340597097116
松原市,1293,27217,117641.0,1482.0,1.2597648778912114
大東市,1294,27218,119367.0,2528.0,2.1178382635066644
和泉市,1295,27219,184495.0,2263.0,1.226591506544893
箕面市,1296,27220,136868.0,2373.0,1.733787298711167
柏原市,1297,27221,68775.0,1280.0,1.8611414031261355
羽曳野市,1298,27222,108736.0,950.0,0.8736756915832844
門真市,1299,27223,119764.0,2833.0,2.365485454727631
摂津市,1300,27224,87456.0,1382.0,1.5802231979509695
高石市,1301,27225,55635.0,465.0,0.8358047991372337
藤井寺市,1302,27226,63688.0,685.0,1.0755558346941338
東大阪市,1303,27227,493940.0,13235.0,2.6794752399076813
泉南市,1304,27228,60102.0,589.0,0.9800006655352568
四條畷市,1305,27229,55177.0,481.0,0.8717400366094568
交野市,1306,27230,75033.0,499.0,0.6650407154185491
大阪狭山市,1307,27231,58435.0,376.0,0.6434499871652263
阪南市,1308,27232,51254.0,342.0,0.6672649939516916
島本町,1309,27301,30927.0,224.0,0.7242862223946713
豊能町,1310,27321,18279.0,93.0,0.5087805678647629
能勢町,1311,27322,9079.0,95.0,1.0463707456768367
忠岡町,1312,27341,16567.0,437.0,2.637773887849339
熊取町,1313,27361,43763.0,245.0,0.5598336494298837
田尻町,1314,27362,8434.0,104.0,1.233104102442495
岬町,1315,27366,14741.0,91.0,0.6173258259276847
太子町,1316,27381,13009.0,111.0,0.8532554385425474
河南町,1317,27382,15697.0,141.0,0.8982608141683125
千早赤阪村,1318,27383,4909.0,15.0,0.3055612140965573
兵庫県,1319,28000,5465002.0,87280.0,1.5970716936608624
神戸市,1320,28100,1525152.0,33009.0,2.164308868886511
神戸市東灘区,1321,28101,213562.0,4183.0,1.958681787958532
神戸市灘区,1322,28102,136747.0,3139.0,2.2954799739665224
神戸市兵庫区,1323,28105,109144.0,3763.0,3.4477387671333286
神戸市長田区,1324,28106,94791.0,4917.0,5.187201316580689
神戸市須磨区,1325,28107,158719.0,2792.0,1.75908366358155
神戸市垂水区,1326,28108,215302.0,1972.0,0.9159227503692488
神戸市北区,1327,28109,210492.0,1816.0,0.8627406267221557
神戸市中央区,1328,28110,147518.0,8156.0,5.528816822353883
神戸市西区,1329,28111,238877.0,2271.0,0.9506984766218598
姫路市,1330,28201,530495.0,10045.0,1.8935145477337203
尼崎市,1331,28202,459593.0,8420.0,1.832055753677711
明石市,1332,28203,303601.0,3356.0,1.1053982035632297
西宮市,1333,28204,485587.0,6104.0,1.2570352995446747
洲本市,1334,28205,41236.0,284.0,0.6887185954020759
芦屋市,1335,28206,93922.0,1441.0,1.5342518259832627
伊丹市,1336,28207,198138.0,2802.0,1.4141658843836111
相生市,1337,28208,28355.0,400.0,1.4106859460412626
豊岡市,1338,28209,77489.0,633.0,0.8168901392455703
加古川市,1339,28210,260878.0,2520.0,0.9659687670098668
赤穂市,1340,28212,45892.0,352.0,0.7670182166826461
西脇市,1341,28213,38673.0,662.0,1.7117885863522353
宝塚市,1342,28214,226432.0,2535.0,1.119541407574901
三木市,1343,28215,75294.0,1650.0,2.1914096740776157
高砂市,1344,28216,87722.0,1080.0,1.2311620802079295
川西市,1345,28217,152321.0,1182.0,0.775992804669087
小野市,1346,28218,47562.0,828.0,1.7408855809259494
三田市,1347,28219,109238.0,776.0,0.71037551035354
加西市,1348,28220,42700.0,1269.0,2.971896955503513
丹波篠山市,1349,28221,39611.0,762.0,1.9237080608921764
養父市,1350,28222,22129.0,106.0,0.4790094446201817
丹波市,1351,28223,61471.0,928.0,1.5096549592490769
南あわじ市,1352,28224,44137.0,355.0,0.8043138409950835
朝来市,1353,28225,28989.0,323.0,1.1142157370036911
淡路市,1354,28226,41967.0,302.0,0.7196130292849143
宍粟市,1355,28227,34819.0,236.0,0.6777908613113529
加東市,1356,28228,40645.0,1726.0,4.246524787796777
たつの市,1357,28229,74316.0,499.0,0.6714570213682114
猪名川町,1358,28301,29680.0,189.0,0.6367924528301887
多可町,1359,28365,19261.0,283.0,1.4692902756866206
稲美町,1360,28381,30268.0,405.0,1.3380467820800843
播磨町,1361,28382,33604.0,466.0,1.3867396738483515
市川町,1362,28442,11231.0,129.0,1.1486065354821475
福崎町,1363,28443,19377.0,445.0,2.2965371316509264
神河町,1364,28446,10616.0,62.0,0.5840241145440844
太子町,1365,28464,33477.0,231.0,0.6900259879917555
上郡町,1366,28481,13879.0,119.0,0.8574104762590965
佐用町,1367,28501,15863.0,143.0,0.9014688268297296
香美町,1368,28585,16064.0,99.0,0.6162848605577689
新温泉町,1369,28586,13318.0,124.0,0.9310707313410422
奈良県,1370,29000,1324473.0,11505.0,0.8686473789952683
奈良市,1371,29201,354630.0,3047.0,0.859205368976116
大和高田市,1372,29202,61744.0,532.0,0.8616221819124125
大和郡山市,1373,29203,83285.0,666.0,0.7996638050069039
天理市,1374,29204,63889.0,740.0,1.158258855201991
橿原市,1375,29205,120922.0,904.0,0.7475893551214833
桜井市,1376,29206,54857.0,597.0,1.0882840840731356
五條市,1377,29207,27927.0,280.0,1.0026139578185984
御所市,1378,29208,24096.0,266.0,1.103917662682603
生駒市,1379,29209,116675.0,1213.0,1.0396400257124492
香芝市,1380,29210,78113.0,508.0,0.650339892207443
葛城市,1381,29211,36832.0,349.0,0.94754561251086
宇陀市,1382,29212,28121.0,238.0,0.8463425909462678
山添村,1383,29322,3226.0,34.0,1.0539367637941723
平群町,1384,29342,18009.0,99.0,0.5497251374312844
三郷町,1385,29343,23219.0,148.0,0.637409018476248
斑鳩町,1386,29344,27587.0,181.0,0.6561061369485627
安堵町,1387,29345,7225.0,203.0,2.809688581314879
川西町,1388,29361,8167.0,157.0,1.922370515489164
三宅町,1389,29362,6439.0,83.0,1.289020034166796
田原本町,1390,29363,31177.0,208.0,0.667158482214453
曽爾村,1391,29385,1295.0,15.0,1.1583011583011582
御杖村,1392,29386,1479.0,9.0,0.6085192697768762
高取町,1393,29401,6729.0,9.0,0.1337494427106553
明日香村,1394,29402,5179.0,15.0,0.2896312029349295
上牧町,1395,29424,21714.0,137.0,0.6309293543336096
王寺町,1396,29425,24043.0,195.0,0.8110468743501227
広陵町,1397,29426,33810.0,178.0,0.5264714581484767
河合町,1398,29427,17018.0,111.0,0.6522505582324598
吉野町,1399,29441,6229.0,65.0,1.0435061807673784
大淀町,1400,29442,16728.0,207.0,1.2374461979913918
下市町,1401,29443,5037.0,37.0,0.7345642247369466
黒滝村,1402,29444,623.0,6.0,0.9630818619582664
天川村,1403,29446,1176.0,1.0,0.0850340136054421
野迫川村,1404,29447,357.0,6.0,1.680672268907563
十津川村,1405,29449,3061.0,18.0,0.5880431231623653
下北山村,1406,29450,753.0,7.0,0.9296148738379816
上北山村,1407,29451,444.0,1.0,0.2252252252252252
川上村,1408,29452,1156.0,13.0,1.124567474048443
東吉野村,1409,29453,1502.0,22.0,1.4647137150466043
和歌山県,1410,30000,922584.0,6029.0,0.6534906306634409
和歌山市,1411,30201,356729.0,3045.0,0.8535891390943826
海南市,1412,30202,48369.0,256.0,0.5292646116314168
橋本市,1413,30203,60818.0,313.0,0.5146502680127594
有田市,1414,30204,26538.0,137.0,0.5162408621599216
御坊市,1415,30205,23481.0,163.0,0.6941782717942167
田辺市,1416,30206,69870.0,252.0,0.360669815371404
新宮市,1417,30207,27171.0,163.0,0.5999043097420044
紀の川市,1418,30208,58816.0,397.0,0.6749863982589772
岩出市,1419,30209,53967.0,383.0,0.7096929605129061
紀美野町,1420,30304,8256.0,35.0,0.4239341085271317
かつらぎ町,1421,30341,15967.0,77.0,0.4822446295484436
九度山町,1422,30343,3856.0,4.0,0.1037344398340249
高野町,1423,30344,2970.0,29.0,0.9764309764309764
湯浅町,1424,30361,11122.0,37.0,0.3326739795000899
広川町,1425,30362,6781.0,44.0,0.6488718478100575
有田川町,1426,30366,25258.0,76.0,0.300894766014728
美浜町,1427,30381,6867.0,29.0,0.4223095966215232
日高町,1428,30382,7673.0,17.0,0.2215561058256223
由良町,1429,30383,5364.0,37.0,0.6897837434750187
印南町,1430,30390,7720.0,32.0,0.4145077720207253
みなべ町,1431,30391,11818.0,77.0,0.6515484853613133
日高川町,1432,30392,9219.0,33.0,0.3579563944028636
白浜町,1433,30401,20262.0,145.0,0.7156253084591847
上富田町,1434,30404,15236.0,38.0,0.2494092937778944
すさみ町,1435,30406,3685.0,22.0,0.5970149253731344
那智勝浦町,1436,30421,14137.0,107.0,0.7568791115512485
太地町,1437,30422,2791.0,10.0,0.3582945180938731
古座川町,1438,30424,2480.0,12.0,0.4838709677419355
北山村,1439,30427,404.0,,
串本町,1440,30428,14959.0,59.0,0.3944113911357711
鳥取県,1441,31000,553407.0,4310.0,0.7788119774415575
鳥取市,1442,31201,188465.0,1306.0,0.6929668638739289
米子市,1443,31202,147317.0,1170.0,0.7942056924862712
